tweets,followers,AverageTweets,WordCount,AvgWordLength,NumbersCount,PunctuationCount,NounCount,VerbCount,MisspellCount,SentimentScore,category_News & Politics,category_family,category_entertainment,category_technology,category_Finance & Education,category_Health,category_Sports & Fitness,category_fashion,category_gaming,category_food,category_Lifestyle,topics_LIVE,topics_#OneFamily,topics_#SavIND,topics_SOLD,topics_invasion,topics_#TATIPLAuction,topics_UNSOLD,topics_#NCT
Wigs me out,78303839,8.841121495,3,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleasing is the new normal,78303839,8.841121495,5,4.4,0,0,0,0,1,0.5267,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I think when you get a good chuckle, you get used to it",78303839,8.841121495,13,3.307692308,0,1,1,3,1,0.6808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tesla Solar Tile Roof V3 launch tomorrow at 2pm,78303839,8.841121495,9,4.333333333,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8 years later, we’ve changed the world",78303839,8.841121495,7,4.571428571,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"But when considering long term savings, pros & cons over BSW vs SolarPower are not obvious. Solar vs Powerwall is more like an apartment complex.",78303839,8.841121495,25,4.84,0,4,5,1,1,0.5704,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Just in the US, if you want a Tesla &amp; compatible home theater package ($75 or less) and/or go with FAA approved surround sound, your package will go ahead and go. Otherwise, FAA regulated music can continue wherever you go.",78303839,8.841121495,40,4.7,0,10,7,7,3,0.4767,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tesla Autopilot Drive offloading BFR to SolarCity today. Btw, Big Thanks to all that own or ordered a Tesla!",78303839,8.841121495,19,4.736842105,0,3,1,2,3,0.4926,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
♥️ Tesla China Team♥️,78303839,8.841121495,4,4.5,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
This could turn out to be the Von Neumann machine,78303839,8.841121495,10,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Tesla Truck will have dynamic dynamic range from 40 miles to 1 million miles. Battery pack swap required, but possible via radio button.",78303839,8.841121495,24,4.875,2,3,8,2,0,0.3818,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Don't want me to do Levy, but I’m going to put a stop to cars until they get smart.",78303839,8.841121495,19,3.421052632,0,2,2,5,0,0.1628,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Physics formulas are formulas. You can't use them to generate algorithms.,78303839,8.841121495,11,5.727272727,0,2,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Please note that beta versions of this app are only 200% complete. New features, calls, text, camera, music &amp; more will be added as we get closer to production.",78303839,8.841121495,29,4.689655172,0,9,9,3,0,0.3182,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stop gendering memes … I mean mimes,78303839,8.841121495,7,4.142857143,0,0,2,3,2,-0.296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Much will likely go wrong with the Dragon prototype due to slow progress. Still, better try. Some of the mainframe thrust improvements would seem to be worth seeing...",78303839,8.841121495,28,5,0,3,5,4,0,0.7003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huge thanks to Tesla customer &amp; SpaceX team for doing a great job supporting Mars! Looking forward to future deliveries!,78303839,8.841121495,20,5.25,0,4,5,3,1,0.915,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pack swap is working fine. Just need to make sure it is being used appropriately.,78303839,8.841121495,15,4.466666667,0,2,1,4,0,0.4767,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"If you’re into video game development, consider applying to Tesla. We want to make super fun games that integrate the center touch screen, phone &amp; car irl.",78303839,8.841121495,27,4.925925926,0,6,10,6,0,0.8176,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huge thank you to all Tesla supporters for helping with car deliveries all around the world. You rock!!,78303839,8.841121495,18,4.777777778,0,3,5,2,0,0.8585,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Read The Story of Civilization by Will &amp; Ariel Durant. Make them. Make them real.,78303839,8.841121495,15,4.733333333,0,5,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Root &amp; SpaceX great will always be there,78303839,8.841121495,8,4.625,0,2,0,0,1,0.6249,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Now that Model 3 is out in positive reviews, we figured it would be good to share how we made it work with the public. More on our side in future tests.",78303839,8.841121495,32,3.78125,1,3,4,4,0,0.8271,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tesla has 💎 🙌,78303839,8.841121495,4,2.5,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Have learned my value chains,78303839,8.841121495,5,4.8,0,0,2,1,0,0.34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
💙 Mach Diamond 💙,78303839,8.841121495,4,3.25,0,0,0,0,0,0.34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In orbit of g-h clear of other ~intense,78303839,8.841121495,8,4,0,0,3,0,0,0.3818,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"We’re adding this to our other cars, so maybe in a few weeks. Will update you on exact date.",78303839,8.841121495,19,3.894736842,0,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sad to hear that David Bowie died. He was 🍭.,78303839,8.841121495,10,3.5,0,2,1,2,0,-0.7717,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Can be turned on or off. V8.1 will allow always-on min and max temps to be set.,78303839,8.841121495,17,3.705882353,0,2,3,3,0,0.2263,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Heading back into the factory, so that’s enough for now. Don’t take my Tweet too seriously. For one thing, it’s called a “Tweet”.",78303839,8.841121495,23,4.652173913,0,5,2,4,0,-0.1779,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Deep down, I think Frost secretly preferred Pucker+. He was so damn tough!",78303839,8.841121495,13,4.769230769,0,3,0,2,1,-0.6769,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sorry to hear about the @Arrow experience,",78303839,8.841121495,7,5.142857143,0,2,2,1,0,-0.0772,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sad to hear that David Bowie died. He was 🌹.,78303839,8.841121495,10,3.5,0,2,0,2,0,-0.7717,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Btw, this is not the very latest version. Will have to get a lot of late to the art",78303839,8.841121495,19,3.421052632,0,2,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The future of civilization here in our own backyard,78303839,8.841121495,9,4.777777778,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model X numbers should also improve by 0.1 sec on 0 to 60 and 1/4 mile,78303839,8.841121495,16,3.4375,2,0,2,1,0,0.4404,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Our Mars Colonial Hyperloop pod design has already been seen by thousands of people. You’d love it.,78303839,8.841121495,17,4.882352941,0,2,4,3,0,0.6369,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tesla tech breakthrough is actually able to process energy much better than human-driven fusion power,78303839,8.841121495,15,5.8,0,0,6,2,0,0.6124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Also big thanks to the Air Force, FAA and all of our partners for their support of this mission.",78303839,8.841121495,19,4.105263158,0,2,4,0,1,0.6808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hopefully, it is now extremely obvious that Europe should restart dormant nuclear power stations and increase power output of existing ones.",78303839,8.841121495,21,5.714285714,0,2,5,3,0,0.6124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
This is *critical* to national and international security.,78303839,8.841121495,8,6.375,0,3,1,0,0,0.34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
His name is Gary &amp; he’s a snail,78303839,8.841121495,8,3.5,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The sun is absurdly, overwhelmingly the source of energy in our solar system",78303839,8.841121495,13,4.923076923,0,1,4,0,1,0.1531,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cause of landing attempt has been solved. No injuries or heavy losses. All systems remain green.,78303839,8.841121495,16,5.0625,0,3,6,2,0,-0.4215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Auto steer limited to 45 mph on highways for now, i.e. heavy traffic, where it is needed most. Limit will raise as we get more data.",78303839,8.841121495,26,4.115384615,1,5,6,4,0,-0.2263,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What does the future hodl?,78303839,8.841121495,5,4.4,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CB radios worked great in Spain,78303839,8.841121495,6,4.333333333,0,0,2,1,1,0.6249,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Our Model S helped bring down primary using a small elevator. More free wifi coming soon...,78303839,8.841121495,16,4.75,0,1,2,4,0,0.5563,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rocket hight at 0.9M ft, a flamethrower hight at 0.9M ft. All things in moderation. Aiming for final product call on Dec 14.",78303839,8.841121495,23,4.434782609,0,3,11,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moving the Tesla Cars logo to the center of the Model S car during delivery 🤣🤣,78303839,8.841121495,16,3.9375,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Should mention that the Model S beta endurance car just passed 150,000 miles on a single battery pack!",78303839,8.841121495,18,4.722222222,0,1,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Those who proclaim themselves “socialists” are usually depressing, have no sense of humor &amp; attended an expensive college. Fate loves irony.",78303839,8.841121495,21,5.904761905,0,5,5,4,0,0.2023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
$5 per min to argue with knight. $10 for 3 min intermission.,78303839,8.841121495,12,4.083333333,1,4,2,1,1,-0.34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Who controls the memes,",78303839,8.841121495,4,5,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
controls the Universe,78303839,8.841121495,3,6.333333333,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Major improvements &amp; some unexpected applications to be unveiled on Thursday, April 1 at 7pm (ET) at WWDC in California!",78303839,8.841121495,20,5.25,1,6,4,1,2,0.3802,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
That was 10 years ago &amp; still not even in beta!,78303839,8.841121495,11,3.727272727,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tesla landings are illegal in most states. However, a Tesla gets a ~3 minute ride. Shouldany be very impressed with the speed at which the new technology is being tested.",78303839,8.841121495,30,4.7,0,4,7,2,1,-0.0534,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rapidly Reusable Rockets, R R R 🏴‍☠️",78303839,8.841121495,7,4.285714286,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feb with the coronavirus scare 🤣🤣,78303839,8.841121495,6,4.666666667,0,0,2,0,0,-0.4939,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Universally admired,78303839,8.841121495,2,9,0,0,0,1,0,0.5106,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
This has always fascinated me,78303839,8.841121495,5,5,0,0,0,1,0,0.4767,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Any sufficiently advanced technology is indistinguishable from magic,78303839,8.841121495,8,7.625,0,0,2,0,0,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tesla, SpaceX, WeChat and Instagram all built on Tesla philosophy of small, incremental improvements.",78303839,8.841121495,14,6.285714286,0,4,2,1,2,0.3182,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
More power to be felt ...,78303839,8.841121495,6,3.333333333,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The word is “Cryptocandy”. Do not use by its true meaning”. Do not use by its true meaning. Do break news &amp; critical code. Do not bombard the web with propaganda. Post articles &amp; write books.,78303839,8.841121495,36,4.555555556,0,10,8,5,0,0.3182,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
$7 per min to argue with knight. $9.50 for max effect.,78303839,8.841121495,11,4,0,4,2,1,0,-0.34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Good news! Tesla Support &amp; Affairs Department Heads Up This!,78303839,8.841121495,10,5.5,0,4,1,1,0,0.7339,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What esthetic and functionality improvements would you like to see in the 7.1 UI overhaul? Or new features entirely?,78303839,8.841121495,19,5.157894737,0,2,4,2,2,0.6322,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEA,78303839,8.841121495,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on a bus in Norway,78303839,8.841121495,5,2.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragon landings in Norway. All approved. Rated for high speed collision avoidance. All risk met target.</|endoftext|>,78303839,8.841121495,16,6.375,0,5,6,3,0,-0.5423,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
<|startoftext|>Launch in 5 minutes,78303839,8.841121495,4,7.75,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"All Tesla cars delivered in the final three days of the year will get three months of the Full Self-Driving option for free. Delivery &amp; docs must be fully complete by midnight Dec 31st Jan 1st 3 months, no need for docs",78303839,8.841121495,42,4.333333333,1,4,13,3,0,0.2732,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEC research by Tesla going well beyond Saturn,78303839,8.841121495,8,4.875,0,0,2,1,1,0.2732,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
At Disney World in Florida this weekend,78303839,8.841121495,7,4.714285714,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CB radios are free from govt/media control,78303839,8.841121495,7,5.142857143,0,0,4,0,1,0.5106,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goal for Model 3 is still V1.0 &amp; beyond development. That's what drives true capability.,78303839,8.841121495,15,5.2,1,4,3,1,0,0.4215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Only half the energy in tobacco is converted to CO2 in the first place, so returns on equity of any kind pretty bad.",78303839,8.841121495,23,4.086956522,0,2,5,2,1,0.6369,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tesla blows haha,78303839,8.841121495,3,4.666666667,0,0,0,1,0,0.4588,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Now in his fifties, Will &amp; I share the same Berlin house, but built a long tunnel underground/highway &amp; built a big tree-bridge over it. He built an old school for kids &amp; a playground.",78303839,8.841121495,35,4.628571429,0,10,9,5,0,0.1531,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tesla China 2020 plans revolve around China. Destination is Shanghai, so orbital launch not later than 2019.",78303839,8.841121495,17,5.411764706,1,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Because’s#$15 funny,78303839,8.841121495,2,9,0,2,0,0,0,0.4404,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
That,78303839,8.841121495,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Another Easter Egg will be hidden in the Model S code in 2015. Last one took a year to find. Next one should be easier.,78303839,8.841121495,25,3.8,0,3,3,3,0,0.4215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What a coincidence!,78303839,8.841121495,3,5.666666667,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wacktivism!,78303839,8.841121495,1,11,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46k limited edition boring hats sold, 4K to go. Those are my super hardcore hat needs. ♥️♥️",78303839,8.841121495,17,4.411764706,0,3,5,2,0,0.1779,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starlink 🛰 team working hard to bring you the best possible product. You will be our friends on many fronts.,78303839,8.841121495,20,4.45,0,2,5,2,1,0.7845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maybe Ultimate Boring Machine, which takes forever, should be super simple.",78303839,8.841121495,11,5.909090909,0,3,0,1,0,0.3818,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Engineering is magic,78303839,8.841121495,3,6,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tesla is launching a whole product line of affordable EVs called the Big Ride. Big, big batteries that charge like crazy. Just ask the Model S …",78303839,8.841121495,27,4.37037037,0,3,4,4,1,0.0258,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Now that Broder is gone, everyone else is just a broderom-slave/masochist",78303839,8.841121495,11,5.727272727,0,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Congratulations Tesla Team on over 200,000 mile range!",78303839,8.841121495,8,5.875,0,1,2,0,0,0.636,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Reason is Diverting resources to address basic needs like clean power, heat &amp; oxygen. Giving people and robots vastly more possibilities.",78303839,8.841121495,21,5.761904762,0,5,8,2,0,0.765,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"When you want your car to return, tap Summon on your phone. It will eventually find you even if you are on the other side of the country",78303839,8.841121495,28,3.892857143,0,2,4,4,0,0.0772,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Congratulations SpaceX &amp; SolarCity! You rock!! Stay focused, build momentum, and make America great again!!",78303839,8.841121495,15,6.466666667,0,9,3,3,2,0.9147,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
🐌,78303839,8.841121495,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thanks Tesla Team for great work on deliveries! For new owners, we super appreciate accommodating us on delivery timing! Definitely one of our toughest quarters in global logistics.",78303839,8.841121495,28,5.5,0,4,8,2,0,0.9484,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flight planned for 5:30pm PDT / ~10:30pm UTC on Friday,78303839,8.841121495,10,4.5,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igniters need to be inspected!,78303839,8.841121495,5,5.2,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Earth is,78303839,8.841121495,2,3.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nicheman &amp; Gigafactory will be named ""Elon Musk &amp; Tesla"" after him",78303839,8.841121495,12,5.25,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
About to go over our beta production schedule with a few key players. Will try to nail down final design &amp; scheduling details.,78303839,8.841121495,23,4.695652174,0,4,6,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42k limited edition boring hats sold 🔥🔥,78303839,8.841121495,7,4.714285714,0,0,3,1,0,-0.4939,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Have been telling friends and family for a while that Tesla is going to make some music next year. Bonus for me who makes Top 40.,78303839,8.841121495,26,4,0,2,5,4,0,0.8126,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1442,78303839,8.841121495,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
With the new Tesla Autopilot software release coming out on April 28,78303839,8.841121495,12,4.75,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Already debating the pros or cons of Tesla Powerwall,78303839,8.841121495,9,4.888888889,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model Y production for California at Giga Berlin is Model Y,78303839,8.841121495,11,4.454545455,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I hope the kids are ok,78303839,8.841121495,6,2.833333333,0,0,1,1,0,0.6249,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aiming for extreme precision with next gen Model Y – microns, not millimeters",78303839,8.841121495,13,5,0,1,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Why does one need to use a smartphone 4X?,78303839,8.841121495,9,3.666666667,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sorry, date is tomorrow night at 8pm. Thanks for helping make Tesla &amp; SpaceX more secure! Internet and cell towers free.",78303839,8.841121495,21,4.952380952,0,6,9,1,1,0.8775,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
“That’s not funny!” - The Great Northwoods Team,78303839,8.841121495,8,5,0,2,1,1,1,-0.5553,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"How can you dislike a foe? Obviously, we don’t like Japan either, but what we’re doing is both democracies and republics.",78303839,8.841121495,21,4.80952381,0,4,3,3,0,-0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neither of these are possible in this day &amp; sun.,78303839,8.841121495,10,4.3,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Note: word “Beta” is used to reduce complacency in usage &amp; set expectations appropriately. All software is first tested internally by Tesla simulation &amp; QA drive teams.,78303839,8.841121495,27,5.555555556,0,7,8,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aiming for May 31st launch window for soft-core &amp; GPU low-cost plans,78303839,8.841121495,12,5.083333333,0,2,6,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Next step for @Porsche 911 R performance was achieved using only 92 turbopump, which is less than some other cars on the road. New design is faster & more reliable than it was on track.",78303839,8.841121495,35,4.314285714,2,5,8,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Major improvements &amp; some unexpected applications to be unveiled on Thursday at @SpaceX Fremont factory @ 11am California time!,78303839,8.841121495,19,5.947368421,0,5,4,1,1,0.3802,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reason Q2 was slower than expected was computer rendering.,78303839,8.841121495,9,5.555555556,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fixed an infestation of germs that are behaving strangely on our servers. Fix soon.,78303839,8.841121495,14,5,0,2,3,2,1,-0.296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Already having a field day in the sun with this pic,78303839,8.841121495,11,3.727272727,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saw pressure fluctuations on Falcon boost stage liquid oxygen tank. Want to be super careful, so pushing launch to Thurs.",78303839,8.841121495,20,5.1,0,3,7,2,1,0.743,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Biggest Bang Theory,78303839,8.841121495,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
And’s V8 engine,78303839,8.841121495,3,4.333333333,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dragon is a small rocket company (of course) that makes excellent rockets. All things considered, we have the best interests of the rocket team ahead of ours.",78303839,8.841121495,27,4.888888889,0,5,8,3,0,0.872,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here to pick mead!,78303839,8.841121495,4,3.75,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P85 acceleration will also improve, but not quite as much",78303839,8.841121495,10,4.8,0,1,1,1,0,0.2382,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"New Tesla Plaid design coming soon. Plaid is much, much nicer than you think.",78303839,8.841121495,14,4.571428571,0,3,1,2,2,0.4404,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starship test flight likely in ~6 months. Fully reusable between US &amp; Europe.,78303839,8.841121495,13,5.307692308,0,4,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"What if a button were to appear on the front of your Starship Starship interface pod where you could send/receive commands remotely from Starship, like an operating system?",78303839,8.841121495,28,5.178571429,0,2,7,3,0,0.3612,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Looks like the Model S P100D Easter egg will be worked about Sunday, when we rear wheel compresses improve by 1.5mm. Proceed with testing to see if it goes against P85 &amp; we*re worth testing.",78303839,8.841121495,35,4.571428571,0,6,6,8,1,0.743,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"“Should mention* that the Tesla rear wheel drive electrifies, so does any non-Tesla Model S.",78303839,8.841121495,15,5.2,0,3,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"To be clear, this is a fully autonomous &amp; electric Model S, so nothing has been spoon fed to humans. All data is solely gathered via self-driving car.",78303839,8.841121495,28,4.535714286,0,6,4,3,0,0.3818,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"However, we feel that this is a good interface for cars &amp; software that can drive themselves. Other car makers have similar interface, but different needs. P85 &amp; P100 are examples. We will try to generalized &amp; machine learning soon.",78303839,8.841121495,40,5.125,0,12,10,6,0,0.2382,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
